Date,Price,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2019-01-01,3873.8,-5.276723859246695,-3.9963050805467346,4.415994316266042,0.782340714915224,0.006973834179080147,-1.158300564935997,-0.06736334556518245,-0.4935289985383874,-0.380081237706915,-0.816549419312446
2019-01-02,3780.1,-5.170930366599434,-1.7495342323469711,3.272298600230791,0.2318173913428806,0.08448146604465713,-0.4327303023554731,0.6123909874140607,-0.21103642352420543,0.30633929309169333,-1.0137375349134583
2019-01-03,3802.7,-5.209784865854465,-1.169560333629607,2.974107478713756,-0.10898339277308337,-0.04924709325158183,0.03901345606497045,0.5281015404301883,-0.2618263875342168,0.30800958282204643,-1.2970634919747581
2019-01-04,3785.4,-5.461035638084972,-1.7352940212194863,2.3235242633964353,-0.5670587203134859,0.2639605126314558,0.02804330186163599,0.6544463144604228,-0.35247860047818297,0.5837285060930212,-1.297369652804055
2019-01-05,4004.1,-5.670215306645525,-3.5978697711363252,2.514399603688507,-0.6107860083021932,0.3161730937133126,-0.3906875064225901,-0.08882852474116518,-0.40001416077955865,0.39834995874322165,-1.2701391596803033
2019-01-06,3985.9,-5.492852650539373,-3.0008368381431123,3.3574550580621505,-0.08629114315130351,-0.13479442024195062,-0.051284153230318465,0.10291499100259266,-1.24076554791912,-0.18673408275555664,-0.2571816185067188
2019-01-07,3971.0,-5.476682342376228,-1.2913088725381447,2.0023494181852115,-0.7154690965734141,0.330237724306589,0.1645853501985399,0.8379353016992998,-0.5763236959254208,0.7515359154293914,-1.3648454928377487
2019-01-08,3978.0,-5.6254217295701485,-1.3731616640684696,1.748811567093885,-1.3523699957648139,0.09383135053458079,0.35437703462640807,0.13866351715449782,-0.3590812679326077,0.8063978507310812,-1.3957221016279018
2019-01-09,3603.7,-5.770364885994013,-1.3775029875263418,1.2826119763227728,-1.6426003634251187,0.37256242433804143,0.3438593920360439,0.42534573120627345,-0.42320606870335503,0.9421111569629423,-1.485965434736038
2019-01-10,3616.5,-5.135398806742656,0.2963111235557948,3.2275969103443916,-0.6519633590491103,-0.3905943128916749,1.483137453389215,0.18397395668561492,-1.1537974973548741,-0.05934422380821242,-0.06614362387471447
2019-01-11,3597.2,-5.304800740406446,0.37390492827220106,2.1955029790578533,-0.7765578538320768,0.23325900332913602,1.13495154422043,1.0159100926388398,-0.6156196846503997,1.2539292058831968,-2.299705736699377
2019-01-12,3490.2,-5.649884018337047,-2.348003664309691,2.692828981468959,-0.6377137439981836,0.41296831056001,-0.6441353940217148,0.39339612051412004,-0.32895679698176616,0.22944535659143347,-0.7023917457275698
