,Date,Open,High,Low,Vol(K),Change %,diff_between_low_and_high,diff_between_low_and_open,diff_between_high_and_open,MA_diff_between_low_and_high_3,MA_diff_between_low_and_high_5,MA_diff_between_low_and_high_7,MA_diff_between_low_and_high_10,MA_diff_between_low_and_open_3,MA_diff_between_low_and_open_5,MA_diff_between_low_and_open_7,MA_diff_between_low_and_open_10,MA_diff_between_high_and_open_3,MA_diff_between_high_and_open_5,MA_diff_between_high_and_open_7,MA_diff_between_high_and_open_10,MA_Change %_3,MA_Change %_5,MA_Change %_7,MA_Change %_10,BCHAIN-MKPRU,BCHAIN-TRVOU,BCHAIN-DIFF,BCHAIN-MWNUS,BCHAIN-AVBLS,BCHAIN-BLCHS,BCHAIN-ATRCT,BCHAIN-MIREV,BCHAIN-HRATE,BCHAIN-CPTRA,BCHAIN-CPTRV,BCHAIN-ETRVU,BCHAIN-ETRAV,BCHAIN-TOUTV,BCHAIN-NTRBL,BCHAIN-NADDU,BCHAIN-NTREP,BCHAIN-NTRAT,BCHAIN-NTRAN,BCHAIN-TRFUS,BCHAIN-TRFEE,BCHAIN-MKTCP,BCHAIN-TOTBC,BCHAIN-MWNTD,BCHAIN-MWTRV,Price_x,Price_y,Price_x,Price_y
3090,2019-01-11,-0.2041378106342616,-0.20856089820036589,-0.19758702718013696,2.057277164892301,-0.3841822637554331,-0.308298210031862,-0.24677298520653443,-0.24683668981565499,-0.20875045403247044,-0.25552766012795103,-0.25238288567708633,-0.2710481071756118,-0.07804037705579593,-0.16628460292758862,-0.22020918756122318,-0.2361372253739047,-0.3271835093228838,-0.3293652936809102,-0.2642477926894714,-0.2915493317665735,0.05038287208533335,-0.21857295080708022,-0.16432874939512596,-0.25041366310426516,-0.2001078183876709,0.8546737274328426,0.2050779095126484,0.6239046104791821,0.8168628793823065,0.774294408625787,-0.2980684209167714,-0.1152118342342316,0.22165178564623617,-0.28849183676710116,-0.3873234897081741,0.1671796570519638,0.4824298566452006,-0.1976429980276616,1.1469605502265308,0.6467139983870331,1.1408312712235502,0.7636907719888752,1.1646211045582238,-0.2905739228713297,-0.3654116085284687,-0.20496443606738285,0.8378547666823184,0.4186754770970921,-0.20739918184088738,3616.5,3616.5,3616.5,3616.5
3091,2019-01-12,-0.2030273910915807,-0.2103262695280472,-0.1977425787142424,1.4810340581078298,-0.3587463703813475,-0.3296316705094392,-0.22328237342507326,-0.3132783093553116,-0.20268997393002636,-0.2578359027239971,-0.2532415774619588,-0.2774920022149082,-0.05179252614772334,-0.16767804426222033,-0.21390199849916058,-0.23324116185456328,-0.34719837185784674,-0.33247304418678225,-0.27364084094426155,-0.30861143583363043,0.07550576092609348,-0.2147715051980796,-0.1617759055540804,-0.28261264719467155,-0.20009980093688984,0.22364948894802497,0.205077909512206,0.6255778884306765,0.6298848516698592,0.7753687727444024,-0.3439329789541581,-0.15427381066209353,0.16440482632982004,-0.2810252830208189,-0.21465525567944785,-0.3535641244023168,-0.5337236297698686,-0.3760965332900295,1.0950830546736765,0.2887665094981208,0.9454638424310565,0.7649962575183825,0.9457845512758986,-0.306652093212129,-0.43517826345762645,-0.20626824646029154,0.8378755330970227,0.2007138368838602,-0.2574901685262962,3597.2,3597.2,3597.2,3597.2
3092,2019-01-13,-0.20463875178133567,-0.21164624900700163,-0.20535596213351448,1.5686716484602803,-0.012535599456292928,-0.2530445473949369,-0.11625230120225195,-0.307599538454487,-0.3174960498329283,-0.2538722538216958,-0.27533184455515025,-0.27491920863175107,-0.23559027640592642,-0.13527058007964662,-0.18547564407525918,-0.23260698736127675,-0.35376695608746783,-0.3637447836521211,-0.35418799533966283,-0.3039306816205442,-0.37321694809081807,-0.09074934220443504,-0.2638896591959004,-0.2670683100475787,-0.20399035620936565,-0.007453584927476535,0.205077909512206,0.6260701824166699,0.5361390059019354,0.7840289061587514,-0.3897975369915448,-0.16097239849703399,0.15868013039794743,-0.2813713360380083,-0.1881267329441719,-0.37567468159013834,-0.5752538271897014,-0.4007256782357675,1.0737345122680046,0.1916581284132071,0.9130742611150727,0.7651436302516372,0.9090946118439345,-0.3137460395614094,-0.4639752088452541,-0.20934640493195683,0.8386705901171329,-0.0332893726441305,-0.2652881665486495,3490.2,3490.2,3490.2,3490.2
3093,2019-01-14,-0.21356385321837248,-0.20724091872141145,-0.203869580807618,1.999395823492008,0.16551565416230657,-0.21336431090664354,-0.3093109053134735,-0.0022709563534388127,-0.2835726077500655,-0.2247510921806708,-0.25864628457850947,-0.2656642983812274,-0.26083342488689604,-0.14064528237036827,-0.20272507276592378,-0.24539617297588676,-0.25392447579722643,-0.29653967896263506,-0.2984300134061519,-0.2691521745104075,-0.10175017700593683,0.10264920315347022,-0.12567139980215133,-0.16603011859147593,-0.20966936080476617,0.00790094750911758,0.24106248912409853,0.6278247063362218,0.7595112939003253,0.777621329608113,-0.4356620950289315,-0.12058387225904234,0.26442185501258403,-0.32042122511866217,-0.3351620278110428,-0.1517531907555806,-0.13101105943907057,-0.3128834604524959,1.2761911120775122,0.5223642153361566,1.2957755797066528,0.7677958756931167,1.3137671335965277,-0.3007614107778075,-0.4071060407124196,-0.2089829107916238,0.8391126180872687,0.42976594477149327,-0.22563710955955962,3638.1,3638.1,3638.1,3638.1
3094,2019-01-15,-0.20128244609593926,-0.20814789848609178,-0.19909069200982293,2.023714884097426,-0.17362959082550194,-0.2842980669945872,-0.16650043103941933,-0.3019207675536607,-0.26737321124982183,-0.3018090899577625,-0.26071724711849614,-0.2612095539363164,-0.2379136507686026,-0.2700362634432976,-0.18832121309395733,-0.23313546610568212,-0.24928782810572916,-0.2992104020536187,-0.32011171125743465,-0.27433623562812676,-0.01033077594650376,-0.2570625875982114,-0.07206167914019589,-0.12772443062185454,-0.1992264565068056,0.2846268547116074,0.2442144231054007,0.6282782780871671,0.9939352995290787,0.7788418804902965,-0.2748220010896022,-0.17306495093334393,0.16575000324819597,-0.33250176080986915,-0.40149036841490116,0.28240383020676196,0.7117498563915847,-0.11491723967232956,1.3918409458274332,0.5654510394060986,1.087447374671462,0.7691977160366096,1.114998063279876,-0.29741082574639127,-0.39528344223537787,-0.20411109602450578,0.83918678385407,0.5107376755983715,-0.21685622744890778,3571.3,3571.3,3571.3,3571.3
3095,2019-01-16,-0.20686793988581542,-0.20950027009949906,-0.19773393696234765,1.7394487915328782,-0.36722500150604265,-0.3188582729682628,-0.29499874449298036,-0.20689600114651535,-0.2908909233454695,-0.3041173325538086,-0.2563396027250283,-0.2841860299636782,-0.31006384381495605,-0.2823781724071772,-0.18958265090636992,-0.2369405130654008,-0.20817621857445318,-0.2889645371045712,-0.3094121111777298,-0.3183504244382781,-0.18549313980847087,-0.25136041918471047,-0.06112091982142962,-0.2751180560701804,-0.20219758443595942,0.289218297119079,0.2442144231054007,0.6308050807379115,1.0957258528771192,0.7875021413646058,-0.11398190715027272,-0.17598922641583595,0.17174510336543689,-0.340153300354378,-0.3521919805727453,-0.13014827798458622,-0.09183649570902952,-0.28802166849574645,1.4019481273332859,0.6758679845517448,1.1226054371174814,0.7693447224017503,1.1428759018316215,-0.28956340477044396,-0.3573942815113938,-0.20759118275364435,0.8398987752153626,0.500411092177054,-0.22025171351635425,3588.0,3588.0,3588.0,3588.0
3096,2019-01-17,-0.20540686154018264,-0.21009952458687714,-0.19830429258740093,1.9260926387809625,-0.2824386902590905,-0.3197116113873661,-0.25750710582190534,-0.2540297996233667,-0.32889280172368784,-0.301948983448432,-0.3175761129521147,-0.2842574964520993,-0.28915347455086954,-0.2911369465105755,-0.3020853023157212,-0.24233099625833568,-0.3109552424026426,-0.27376569478679014,-0.3024202933038633,-0.3120842534755979,-0.4067141332118316,-0.22570066132395641,-0.365274028883136,-0.25790825422875635,-0.20218426849522456,0.19923535487709118,0.24421442310466338,0.6329232223578118,1.0635342021773275,0.7813358211496566,0.046858186789056566,-0.19484561689586782,0.13577450266096863,-0.34480949696806895,-0.33436705437573444,-0.20652130040703381,-0.24252935104890408,-0.3479604395767692,1.4466414337467508,0.5521941668101973,1.04535986987318,0.7719913749325271,1.0695204557797455,-0.2928290386092778,-0.3729547517420227,-0.2076674956157574,0.8402755373107132,0.4421578448770742,-0.22886533106748078,3626.4,3626.4,3626.4,3626.4
3097,2019-01-18,-0.20221753623714422,-0.21081215154484023,-0.19649816644139884,1.743501968300448,-0.35309394963155066,-0.3513918001965675,-0.23059402080075914,-0.34299721040296527,-0.3528679085440482,-0.32344594984797165,-0.32437829885581076,-0.2932146296675353,-0.31502456204877843,-0.320399214537838,-0.29903438295546764,-0.24066100342601468,-0.327724451553558,-0.2828461532961354,-0.32035889673782364,-0.33299665536309686,-0.49534210217784685,-0.3402192102950994,-0.35725080538270726,-0.2523567052476518,-0.20126693266003817,0.11004035332751229,0.2442144231054007,0.6333696773509458,0.9354328378920495,0.7825794440817784,-0.2119938393945518,-0.15509342634000362,0.20172060395164154,-0.3213198111383447,-0.31043501263909246,-0.23976324771957358,-0.30713310015346756,-0.33675493019806846,1.3054025451083655,0.6382882896195722,1.1285378966818438,0.77341030936296,1.1450178450215451,-0.29836215790409876,-0.3980756156501232,-0.20882015388386568,0.8404980346111172,0.4461470181987338,-0.22337269940682672,3605.6,3605.6,3605.6,3605.6
3098,2019-01-19,-0.20392908515631405,-0.20374256820050166,-0.1940439089032907,1.9852097048055142,-0.15101990782631475,-0.2885647590901031,-0.3066662669009906,-0.1389400426999716,-0.3420429000591796,-0.3398834350016327,-0.3178960177347142,-0.28673500138402835,-0.3197341046758247,-0.31972240017530257,-0.3147583519660052,-0.243155423099608,-0.2999818428660996,-0.3179054636905061,-0.28783634996089946,-0.3163371968197463,-0.3885698246046159,-0.4466596873471162,-0.30364108472075174,-0.2015600320705452,-0.19640389543219805,0.11616016548308128,0.2442144231054007,0.6349541947453895,0.7648623746426055,0.791237727438379,-0.47084586557816016,-0.1540867274027154,0.17174510336543689,-0.29030074236697856,-0.24845498809301148,-0.3311642477154963,-0.4962852318677947,-0.4501998833051852,1.1921876006200829,0.302381246081314,0.9482158445067469,0.7735503361836502,0.9513715209652054,-0.3042938622511644,-0.43073423398618854,-0.2021055688488963,0.8410794942228395,0.1229673951255579,-0.2659078288706375,3677.8,3677.8,3677.8,3677.8
3099,2019-01-20,-0.19805137569731135,-0.20504635161222962,-0.20270294430182714,2.1149607903527126,0.08638176366515124,-0.19885755778189115,-0.041269023860102665,-0.30267793700710427,-0.2988572148008834,-0.32120765399726053,-0.309342774073631,-0.31656034921840576,-0.23245058132122873,-0.28767324947877715,-0.3006185141617532,-0.2948406443024535,-0.31984215047801273,-0.3180996980971232,-0.28691823246231085,-0.3178219521884134,-0.2064288805091044,-0.35922643834010237,-0.2781126463102968,-0.36061191037919055,-0.19527810586917488,0.10813150318052749,0.24421442310466338,0.6356238330316258,0.43321823341561416,0.7847852844001069,-0.7296978917617685,-0.09159790771913577,0.3156275061784383,-0.24230536145728354,-0.15377755137570168,-0.3729980090917376,-0.5716362292330107,-0.43320658897788206,0.897531657966552,0.22015603060121694,1.026367759740048,0.7760829693922607,1.0485326702267663,-0.3129083117032086,-0.46157448345563323,-0.20756832153077623,0.8415452552383518,0.0143826631501706,-0.27264637422418203,3542.3,3542.3,3542.3,3542.3
3100,2019-01-21,-0.20919731621970997,-0.21619734389762965,-0.20257331802340595,1.2789189385640227,-0.4110312623169679,-0.34733844270582814,-0.2512844272042995,-0.31062821626825954,-0.29740879817262644,-0.32743291433205124,-0.33049016391284475,-0.3209198050120888,-0.240802170246525,-0.27648590619216395,-0.2896762745331515,-0.2954536796459639,-0.30662770455724525,-0.3447098118036536,-0.3444418249700303,-0.32630267353147846,-0.23504105946663686,-0.3739570400749797,-0.4269069730455201,-0.3658858819112399,-0.20829168384480892,0.14159470702243906,0.2442144231054007,0.636698684478462,0.7303902038982334,0.786013587905651,-0.5977587522021622,-0.12531750833909405,0.2736618053585328,-0.30806337631662645,-0.3097477908620507,-0.21534762569254923,-0.24529525273142352,-0.040557822843047715,1.1680224695357495,0.4986179516460778,1.1828363807501048,0.7775447410666068,1.2202464733307687,-0.30160604069593355,-0.40784099150881664,-0.21376624064827696,0.8418122519988365,0.4385930516960167,-0.23260041895355724,3536.7,3536.7,3536.7,3536.7
3101,2019-01-22,-0.20968155932854823,-0.21243175826748367,-0.20604730228509424,1.5435122951103664,-0.2598290072599033,-0.2548578915355308,-0.1977693910928885,-0.21162831023053655,-0.285364070421857,-0.3132570406108796,-0.32584312601824045,-0.31257013694823144,-0.19684643906075724,-0.2611978641207776,-0.29557276291210305,-0.29198685908266453,-0.3363022497828275,-0.33383268503310093,-0.3275979000920793,-0.3127888831420838,-0.28877612726492957,-0.3663541488569786,-0.4491531836603451,-0.346455460477374,-0.208995058312144,0.09426725559430287,0.2442144231054007,0.6379535766368859,0.9727828219606225,0.7946725818986284,-0.4658196126425557,-0.19386179314996232,0.1537598030137141,-0.34292174259525415,-0.3462635409009536,-0.1690824355010735,-0.15548074881013718,-0.21240523507085438,1.376699899371267,0.50145700594526,1.023244978941585,0.77768966516234,1.0641859584816464,-0.29943805372152943,-0.39824779332289645,-0.21049278987246095,0.8423136125824133,0.427474292012242,-0.18164713626251547,3580.1,3580.1,3580.1,3580.1
3102,2019-01-23,-0.20607478306961477,-0.2123993661330308,-0.20020547800424526,1.5344667908607903,-0.3601594755687966,-0.3265383187401904,-0.23572773066028493,-0.292645441748979,-0.3309891942119545,-0.30782451005654915,-0.3270553967733546,-0.32077687203524663,-0.27533881617819966,-0.2625116802362876,-0.28439583717886635,-0.3082217261107977,-0.33220654432200475,-0.3209160969930695,-0.3435943318944101,-0.3108008208687835,-0.509299262644936,-0.3687300523626039,-0.44732972377388414,-0.41473951294496,-0.2050354135260637,0.12068350359839801,0.24421442310466338,0.6385846695019328,0.9097498705009954,0.7958631883200725,-0.3338804730829494,-0.12847506362932515,0.24968140488870003,-0.28384346633032115,-0.32654902977617156,-0.1830764420998778,-0.18573191257190558,-0.20846797993645277,1.0599206500159517,0.6313854909313643,1.005538235047398,0.7790560559126237,1.0434506453198749,-0.29501686798003607,-0.380920469518179,-0.2130752156787677,0.8428090399046462,0.4142336316254569,-0.2195776227026671,3561.5,3561.5,3561.5,3561.5
3103,2019-01-24,-0.20763604964466234,-0.21412424729264606,-0.19960919712350775,1.4491029338169765,-0.3827691585679839,-0.35661849801357404,-0.2755528738129614,-0.29756704319636174,-0.3343053059661219,-0.3226998512310679,-0.3328810312354309,-0.3367734543601543,-0.28513466484245614,-0.25454915832410735,-0.28779878569607215,-0.303634530609359,-0.3268743994767832,-0.3616082051793333,-0.35171614053577016,-0.35005875943015347,-0.49534210217784697,-0.44665968734711625,-0.47322285416163135,-0.5224395631783882,-0.206788098044728,0.10416965159389864,0.2442144231054007,0.6406447277692612,0.6615360985504054,0.7971643289547986,-0.3200582775100385,-0.07537155278962908,0.34560300676542394,-0.25329736768370587,-0.2966308291127506,-0.22187133669133913,-0.26127595195484776,-0.07312157247801782,0.9316690383198436,0.5822865518749187,1.1389938566640325,0.7804238796723661,1.1627804993836126,-0.2947882824706725,-0.377829137459313,-0.21262474286856084,0.8431235027558838,0.4684411215850301,-0.2285977963764986,3574.3,3574.3,3574.3,3574.3
3104,2019-01-25,-0.20655902617845304,-0.21448056077162764,-0.19939315332613908,1.5493943443218392,-0.42516231419145994,-0.3639785418783383,-0.2593739094071861,-0.3303146220577888,-0.3732982062478845,-0.35879237182378737,-0.33486780830631246,-0.34567103216857287,-0.31000104991326183,-0.31036643692849075,-0.29322590186575404,-0.31625460302575925,-0.37532736785292986,-0.3686977610208544,-0.34935022236633057,-0.3538335612149007,-0.5769914909103175,-0.6186751011543934,-0.4918221450035343,-0.5718483491102188,-0.20512743992083843,-0.0473282248735204,0.2442144231054007,0.6413954794131609,0.8908221104852515,0.7984427460597947,-0.30623608193712765,-0.1575786910973738,0.20172060395164154,-0.3186763930926846,-0.3124316805553393,-0.23547803567559333,-0.2890988015361141,0.08199532987818804,1.2634469749268724,0.6690288061279445,1.0824871793134812,0.7818495524935541,1.1052738040830357,-0.29071666474336066,-0.35989586415977703,-0.2135682636218264,0.8436129968167724,0.3795759201429531,-0.23209354014524122,3572.0,3572.0,3572.0,3572.0
