,Date,Open,High,Low,Vol(K),Change %,diff_between_low_and_high,diff_between_low_and_open,diff_between_high_and_open,MA_diff_between_low_and_high_3,MA_diff_between_low_and_high_5,MA_diff_between_low_and_high_7,MA_diff_between_low_and_high_10,MA_diff_between_low_and_open_3,MA_diff_between_low_and_open_5,MA_diff_between_low_and_open_7,MA_diff_between_low_and_open_10,MA_diff_between_high_and_open_3,MA_diff_between_high_and_open_5,MA_diff_between_high_and_open_7,MA_diff_between_high_and_open_10,MA_Change %_3,MA_Change %_5,MA_Change %_7,MA_Change %_10,BCHAIN-MKPRU,BCHAIN-TRVOU,BCHAIN-DIFF,BCHAIN-MWNUS,BCHAIN-AVBLS,BCHAIN-BLCHS,BCHAIN-ATRCT,BCHAIN-MIREV,BCHAIN-HRATE,BCHAIN-CPTRA,BCHAIN-CPTRV,BCHAIN-ETRVU,BCHAIN-ETRAV,BCHAIN-TOUTV,BCHAIN-NTRBL,BCHAIN-NADDU,BCHAIN-NTREP,BCHAIN-NTRAT,BCHAIN-NTRAN,BCHAIN-TRFUS,BCHAIN-TRFEE,BCHAIN-MKTCP,BCHAIN-TOTBC,BCHAIN-MWNTD,BCHAIN-MWTRV,Price_x,Price_y,Price_x,Price_y
3080,2019-01-01,-0.1952711523310501,-0.1957174168898034,-0.18883293251075825,1.64933975193191,-0.05351564989231979,-0.24717784576360316,-0.23915020389996786,-0.14764749141456956,-0.2579203869390918,-0.20901307448035705,-0.20699008073558928,-0.19133915042335403,-0.23088073377888044,-0.22906908820513067,-0.19192951195271923,-0.17597520511079734,-0.23877809333833505,-0.15591396857191797,-0.20308704239888128,-0.19476341400565744,-0.057785121534606645,0.2233451012392392,0.17629355739580158,0.13125532934667256,-0.19123800770435356,0.25301344531959913,0.205077909512206,0.608800021381772,0.42455363698310233,0.7696494926884988,-0.47116000638663563,-0.10286624824025947,0.22737648157836912,-0.12171920886082298,-0.1372149899668006,-0.38364660397639394,-0.602588751623275,-0.488538547526975,0.5439373929319945,-0.055216331353357365,0.569650768555875,0.7491656768146945,0.564820001484781,-0.3194381863976318,-0.49279898329157246,-0.1978352770723555,0.8332950553393735,-0.26884864268766223,-0.280906218339611,3809.4,3809.4,3809.4,3809.4
3081,2019-01-02,-0.18690543517491273,-0.18919849983116357,-0.17987143579590567,2.0712655676389136,-0.19482616863724,-0.2719246599175925,-0.24459504769037296,-0.1849380869966563,-0.2687835116510196,-0.25753280016087987,-0.2128662264791287,-0.19202999314475733,-0.22089650340954173,-0.2211065662929504,-0.2039278390521781,-0.17980139122029234,-0.27308928625541457,-0.2666761389452688,-0.20096830970983068,-0.19166807654216464,-0.1436216584072041,-0.06033777733243043,0.2076570674429322,0.16428704578424455,-0.18257009735437243,0.2126723281155349,0.2050779095126484,0.610368979156653,0.7405057186091261,0.7632748238321334,-0.186862574716531,-0.07505668229545966,0.23882587344101788,-0.18117384581225496,-0.2999452663279415,-0.21498008218878473,-0.2985363785820705,-0.2941772333262425,0.8096730119981121,0.3650829929213764,0.8464000072333782,0.751379996420651,0.8659218329474102,-0.30216697279250554,-0.4262070462130183,-0.1888540733024132,0.8337430165708535,0.15530516183943693,-0.24493234223332527,3873.8,3873.8,3873.8,3873.8
3082,2019-01-03,-0.1815286668629841,-0.19073712621767483,-0.18117634033201246,1.556462689172601,-0.09166948995344826,-0.2760846847107202,-0.12091931016545704,-0.3428079180396037,-0.2832676779335901,-0.2763717902376998,-0.2362697868903604,-0.20912239495878746,-0.2429999568058134,-0.2388231775475515,-0.23663721488566614,-0.15475149873547767,-0.2752530551781131,-0.2843029113457625,-0.21067916786797838,-0.25760128104908075,-0.16804668922460986,-0.13589150881131723,0.09715539832339137,0.17400225650117757,-0.18174039574511927,0.2436776744130159,0.205077909512206,0.6109564432020739,0.7802191822724829,0.7645750739835325,-0.4356620950289315,-0.05985440727167864,0.26172465716755505,-0.20594307730707287,-0.31962892264980736,-0.1529133333809555,-0.17773953203688211,-0.3143818799198777,0.9024667181863656,0.5034769493401964,1.004664845167089,0.7527296038012561,1.0232691425646236,-0.29951467505525886,-0.41518516426026303,-0.19154023421839428,0.8339180477805046,0.2616831170836934,-0.23548676632051999,3780.1,3780.1,3780.1,3780.1
3083,2019-01-04,-0.18934334875734,-0.19494000566293457,-0.18402811845727896,1.7461711334888474,-0.34885463406920303,-0.2962448048620307,-0.21519289122218527,-0.26387300251813045,-0.30080114238091243,-0.28833268368993825,-0.2751466365231189,-0.23893583171176133,-0.23332969594494443,-0.22496838942035777,-0.22522560304779451,-0.2157590849896339,-0.32270141655443524,-0.32611186737007425,-0.3059515144522802,-0.24796295382535974,-0.31389901610569,-0.2461334314723346,-0.16031713764491165,0.008843674313317257,-0.18535208315492022,0.10138909269484535,0.205077909512206,0.6115727279064574,0.7650282610307592,0.7732334504368666,-0.6844616153413322,-0.09482087656623207,0.22737648157836912,-0.22215677244733115,-0.3175817752580338,-0.18187661707277344,-0.2298668386870692,-0.3000894007837722,0.9185604978127485,0.5196802354314676,0.9296192316779055,0.7528707529141436,0.9479835043606112,-0.29956302583549327,-0.4111631569036323,-0.19225728549086912,0.8346448722951575,0.3130048220871724,-0.2469200932649002,3802.7,3802.7,3802.7,3802.7
3084,2019-01-05,-0.18748151749404793,-0.19309365399912107,-0.17979366002885294,1.646077438923866,-0.36863810669349184,-0.3241916380876571,-0.2567292709947039,-0.26292654070132704,-0.31947809364001684,-0.30770793214765785,-0.29634453764379576,-0.24892922900930234,-0.23822762027707267,-0.2737388361324617,-0.2638901387863929,-0.2260538509306505,-0.35453973070271705,-0.30697977831829876,-0.30386809397471404,-0.2568211553468997,-0.39973555297828733,-0.3559001734322268,-0.2897827895836475,-0.0014266913017261396,-0.18250818868879673,0.3614012572070752,0.2050779095126484,0.6178160252559866,0.448705856337231,0.7669663550085642,-0.9332611356537327,-0.031378798186891,0.307522224620144,-0.12027337938029592,-0.20331931952865062,-0.3224459387610419,-0.49752910923632965,-0.393723753472575,0.6051690684820947,0.24447090040443728,0.8066607676793233,0.7552661882204127,0.8129514964178887,-0.3158097638436126,-0.48260864896663397,-0.18864818232320743,0.835128433094702,0.13620805551234302,-0.2548790354906984,3785.4,3785.4,3785.4,3785.4
3085,2019-01-06,-0.18890919976320913,-0.17791793900795208,-0.18070104397780137,1.9497691225817655,0.3831338530294837,-0.11309704666203077,-0.2669966907137541,0.12417634237160802,-0.2612364986932592,-0.2784002458524069,-0.2760726766832755,-0.2472854997756186,-0.29719109396769544,-0.2808652932438631,-0.26345010234020244,-0.2694736645709959,-0.16389623312065446,-0.23724962634279162,-0.26188187452003103,-0.2016587185991285,-0.165255257131192,-0.20906933678457873,-0.18548088407807423,0.007733364517096345,-0.17716759024509057,0.04212240085306757,0.205077909512206,0.6183525227066466,0.478400781240572,0.7679783357810306,-0.7724210417144032,-0.10576798518172617,0.18157891412543783,-0.18429481631760783,-0.20816570607057425,-0.3382067386727098,-0.5267737394621799,-0.42550995117078233,0.850223571568292,0.25960457080035826,0.7575696647842248,0.7564651023668816,0.7586292109548031,-0.3050458198092353,-0.44033668076018384,-0.19397860927570917,0.8352322651682239,0.04301417663612473,-0.2565842656387786,4004.1,4004.1,4004.1,4004.1
3086,2019-01-07,-0.17065824397147622,-0.17841191905835832,-0.16454096793462453,1.8063756371827475,-0.37005121188094103,-0.3190716075730384,-0.21783752963466746,-0.30116359810021803,-0.2693933712839701,-0.2887057329983902,-0.28925612114514204,-0.2773371581566626,-0.29825859029649254,-0.274017524399388,-0.2920524713425797,-0.2616099008542439,-0.17911989304107068,-0.26706460775850316,-0.25510192991506964,-0.2745123930447479,-0.1757231274815087,-0.26799174372408796,-0.270089422809868,-0.1923999762517227,-0.1674933852119197,0.31909521382953915,0.205077909512206,0.6202018630579087,0.820297567737188,0.7766368564939317,-0.6115809477750739,-0.08149106910707661,0.18157891412543783,-0.22405626445625187,-0.3343731784897246,-0.1310177029724695,-0.17375602128765563,-0.2946352584855801,1.0711890867243081,0.4933334934337344,0.9516270087562552,0.7566062700300534,0.9724977591198147,-0.28588162072179374,-0.36915913057035926,-0.1755216657393089,0.8359650229442208,0.42959619271525246,-0.21727023759678185,3985.9,3985.9,3985.9,3985.9
3087,2019-01-08,-0.17220281250828803,-0.174970254772741,-0.16474836998009848,1.8716218973436245,-0.3813560533805347,-0.2711779888008775,-0.24288381107053078,-0.1856952564501007,-0.25044960643544995,-0.28763321623659105,-0.29304446725487376,-0.2864134021861337,-0.2926699330457306,-0.30523061029513443,-0.29275652965648424,-0.28758991592921196,-0.14759068873888914,-0.22676096838547347,-0.26219968442338876,-0.2627601768215686,-0.18200384969169872,-0.3654037874547283,-0.35469796154166155,-0.2934381677078255,-0.1678149198576265,0.4225638321550653,0.2050779095126484,0.6206723205323567,0.5676281003446173,0.7704573005332082,-0.4507408538357444,0.02166878355326894,0.3418704002097071,-0.18315428794630567,-0.3047544532086089,-0.1505666618431248,-0.20837701184639607,-0.3291504139489875,0.9110504545473921,0.5609658107653738,1.2268107372709405,0.7592629768148959,1.247301740543418,-0.29312636115000035,-0.3977935023325319,-0.1755021988303795,0.8364663835277978,0.43027520094021576,-0.22395184008778313,3971.0,3971.0,3971.0,3971.0
3088,2019-01-09,-0.17343846733773746,-0.17952944769698229,-0.1635039577072549,1.6706436444541355,-0.4096181571295187,-0.34659177158911314,-0.2883093649790538,-0.26425158724485265,-0.3338860274684688,-0.2986381708359217,-0.3048304329295949,-0.2981458173685865,-0.3012726975778022,-0.3239425367887581,-0.30099987908178477,-0.29016889220191017,-0.3061640397880959,-0.22685808558878212,-0.27699550103525794,-0.2844778697564804,-0.5735022007935454,-0.38583655760310653,-0.41013114209007806,-0.36977196619801306,-0.16765694121354208,0.4965710935893842,0.205077909512206,0.6219583761333706,0.6026830802468028,0.7717161736271737,-0.39985004286275344,0.002749502427493139,0.313246920552359,-0.20081946575245835,-0.31550031638499737,-0.12489487201564133,-0.1579494898167936,-0.3120539469143441,0.9830750188196159,0.554055059544115,1.234028563074248,0.7607426216881205,1.2516344925473704,-0.2851919946848679,-0.3662855786918852,-0.17641928083496286,0.8365613157093034,0.4355092226743082,-0.22836146226965834,3978.0,3978.0,3978.0,3978.0
3089,2019-01-10,-0.17277889482742323,-0.1800558198818414,-0.19767344469908443,2.7773091889555532,0.8960910360735441,0.06823736739737529,0.33909220664105455,-0.29150968756881496,-0.1954860070158004,-0.21286014547376708,-0.25048029407530986,-0.2642230575314032,-0.07647052951344707,-0.17146024217050596,-0.21425402765611287,-0.23510140703487023,-0.3022228892503233,-0.23419043443857426,-0.2674258917230469,-0.2783626908651901,0.05177858813204218,0.03945016990383536,-0.15521144996282052,-0.18546054002534193,-0.18619210287566038,0.7046886542401773,0.205077909512206,0.6228086297762352,0.7902752828984405,0.7803647604679635,-0.3489592318897623,-0.05630474582154254,0.2674493530994277,-0.26983960780528427,-0.3382830432338203,-0.09886708773620236,-0.07236692875333693,-0.2141597739626835,1.164432093837183,0.65830879157529,1.2826994500835374,0.7608730580118515,1.3190853423532585,-0.28415913310769586,-0.3499070462884395,-0.19284113205393189,0.8374157053428546,0.4323405176244793,-0.23115806328670405,3603.7,3603.7,3603.7,3603.7
