Date,Open,High,Low,Vol(K),Change %,diff_between_low_and_high,diff_between_low_and_open,diff_between_high_and_open,MA_diff_between_low_and_high_3,MA_diff_between_low_and_high_5,MA_diff_between_low_and_high_7,MA_diff_between_low_and_high_10,MA_diff_between_low_and_open_3,MA_diff_between_low_and_open_5,MA_diff_between_low_and_open_7,MA_diff_between_low_and_open_10,MA_diff_between_high_and_open_3,MA_diff_between_high_and_open_5,MA_diff_between_high_and_open_7,MA_diff_between_high_and_open_10,MA_Change %_3,MA_Change %_5,MA_Change %_7,MA_Change %_10,BCHAIN-MKPRU,BCHAIN-TRVOU,BCHAIN-DIFF,BCHAIN-MWNUS,BCHAIN-AVBLS,BCHAIN-BLCHS,BCHAIN-ATRCT,BCHAIN-MIREV,BCHAIN-HRATE,BCHAIN-CPTRA,BCHAIN-CPTRV,BCHAIN-ETRVU,BCHAIN-ETRAV,BCHAIN-TOUTV,BCHAIN-NTRBL,BCHAIN-NADDU,BCHAIN-NTREP,BCHAIN-NTRAT,BCHAIN-NTRAN,BCHAIN-TRFUS,BCHAIN-TRFEE,BCHAIN-MKTCP,BCHAIN-TOTBC,BCHAIN-MWNTD,BCHAIN-MWTRV,Price
2019-01-12,3616.6,3633.9,3561.3,435.06,0.53,72.59999999999991,55.29999999999973,17.300000000000182,203.5999999999999,158.9800000000001,164.71428571428592,145.73999999999765,170.76666666666674,113.70000000000009,93.50000000000007,86.98999999999997,32.83333333333318,45.27999999999984,71.21428571428558,58.74999999999991,3.4300000000000357,2.165999999999956,2.437142857142827,2.053999999999989,3646.34583333,245745577.751,5618595848850.0,32299973.0,0.8967146594200001,198759.973017,6.972222222222223,6352381.99386,38543664.2129,22.5660279283,2.36528189046194,270915665.310548,74725.49091697,801972.738916,2039.86956522,396628.0,273350.0,372653797.0,281502.0,62435.4313625,17.12273992,63615916000.0,17476900.0,52340.0,11902.0901832,3490.2
2019-01-13,3597.3,3617.6,3473.2,452.79,2.98,144.4000000000001,124.10000000000036,20.299999999999727,103.19999999999997,162.3800000000001,145.9714285714288,147.89999999999765,73.20000000000012,129.9800000000001,107.34285714285728,87.29,29.999999999999847,32.39999999999982,38.62857142857125,60.60999999999986,1.2866666666667026,2.687999999999956,2.0371428571428267,2.1099999999999897,3599.84166667,165382202.229,5618595848850.0,32311110.0,0.853370890510949,199757.458177,6.769444444444447,6266417.92080623,38264362.2983,22.5502377614146,2.63203326401,236158267.231,65602.4039662,746729.863053,2021.87591240876,372206.0,269419.0,372685575.0,276997.0,50842.92080623,14.17709438,62926132293.8,17480250.0,44069.0,10143.3851933,3638.1
2019-01-14,3490.4,3672.0,3490.4,539.93,4.24,181.5999999999999,0.0,181.5999999999999,132.86666666666665,187.36000000000013,160.12857142857163,155.66999999999763,59.80000000000003,127.28000000000011,98.94285714285726,81.24000000000001,73.0666666666666,60.079999999999835,61.18571428571412,74.42999999999984,2.5833333333333695,3.5019999999999554,2.578571428571398,2.4739999999999895,3531.96,170721560.2716,5862614531725.31,32350802.0,0.956647966443,199019.425376,6.56666666666667,6784730.48244,43423390.2168908,20.768417535,1.15355414713,588158821.961,163190.801066,943758.9009356828,2192.51677852,455376.0,315866.0,373257479.0,326685.0,72061.6386865,19.99425343,63007587598.2,17482112.5,60436.0,19086.00246271,3571.3
2019-01-15,3637.5,3660.8,3545.7,544.85,1.84,115.10000000000036,91.80000000000018,23.300000000000182,147.03333333333345,121.26000000000022,158.37142857142882,159.40999999999767,71.96666666666685,62.28000000000011,105.95714285714295,87.04,75.0666666666666,58.979999999999926,52.4142857142856,72.36999999999989,3.0200000000000364,1.9879999999999556,2.788571428571398,2.6119999999999894,3656.785,266949739.431,5883988430960.0,32361063.0,1.06503484848,199160.009976,7.2777777777777795,6111232.21799,38609293.9849,20.2171908005,0.4866049868695421,1270645847.43182,348323.10458262,1387794.75292,2289.99242424,466212.0,290582.0,373559758.0,302279.0,77536.96799319999,21.20358949,64099311262.5,17482425.0,63298.0,21066.3801365,3588.0
2019-01-16,3570.6,3644.1,3561.4,487.34,0.47,82.69999999999982,9.199999999999818,73.5,126.4666666666667,119.2800000000002,162.08571428571454,140.11999999999767,33.666666666666664,56.08000000000002,105.34285714285723,85.24000000000001,92.80000000000003,63.2,56.742857142857055,54.87999999999988,2.1833333333333695,2.0119999999999556,2.8314285714285403,2.0809999999999893,3621.27083333,268546359.52,5883988430960.0,32418226.0,1.11209812030075,200157.509817,7.98888888888889,6073704.51253915,38901788.6363,19.8680561871991,0.982313428754,622121356.115,171796.417542,999523.601246,2298.51127819549,493981.0,294849.0,373591457.0,305702.0,90360.76253915,25.07927963,63319459560.9,17485425.0,62933.0,20300.5863683,3626.4
2019-01-17,3588.1,3636.7,3554.8,525.1,1.07,81.89999999999964,33.29999999999973,48.59999999999991,93.23333333333328,121.14000000000014,110.12857142857163,140.05999999999761,44.76666666666657,51.68000000000002,50.55714285714287,82.68999999999997,48.4666666666667,69.45999999999995,59.571428571428505,57.36999999999989,1.1266666666667031,2.1199999999999557,1.639999999999969,2.142999999999989,3621.43,237255849.8063,5883988430955.0,32466144.0,1.0972141811,199447.265227,8.7,5831717.370069998,37146820.7278501,19.655597061199998,1.1615478171100002,502064338.993,138693.179235,865081.658681416,2336.18110236,462878.0,285474.0,374162155.0,296695.0,85024.2554829,23.48759589,63302358632.1,17487012.5,60874.0,18357.93235315,3605.6
2019-01-18,3626.3,3627.9,3575.7,488.16,0.57,52.20000000000027,50.600000000000364,1.599999999999909,72.26666666666658,102.70000000000019,104.35714285714312,132.53999999999763,31.033333333333303,36.98000000000002,52.042857142857166,83.47999999999998,41.23333333333327,65.71999999999998,52.31428571428569,49.0599999999999,0.7033333333333696,1.637999999999956,1.6714285714285406,2.162999999999989,3632.395,206239337.2,5883988430960.0,32476244.0,1.037986,199590.507295,7.555555555555556,6341863.731840001,40364261.8933,20.7274156581,1.40219088151139,449808595.91667,124501.44269042,890215.481433,2217.13768116,484530.0,295569.0,374468120.0,305965.0,75982.3568448,20.91797749,63044059750.0,17487950.0,61015.0,19596.701416900003,3677.8
2019-01-19,3605.8,3715.2,3604.1,537.06,2.0,111.09999999999991,1.7000000000002728,109.39999999999964,81.73333333333328,88.60000000000018,109.85714285714312,137.97999999999766,28.533333333333456,37.32000000000007,44.38571428571439,82.3,53.19999999999982,51.27999999999993,65.47142857142846,55.67999999999988,1.2133333333333696,1.1899999999999558,1.8814285714285408,2.345999999999989,3690.52333333,208367429.891,5883988430960.0,32512090.0,0.959122060150376,200587.779363,6.411111111111113,6354782.86391987,38901788.6363,22.14279494451,2.0254165637400003,306127868.43700004,82949.7176382,635759.81618,2121.71428571429,400052.0,273684.0,374498314.0,282188.0,66289.113919865,17.57732062,64548729309.3,17490400.0,49592.0,10003.6309622,3542.3
2019-01-20,3676.2,3699.1,3503.9,563.31,3.68,195.19999999999982,172.29999999999973,22.90000000000009,119.5,104.62000000000008,117.11428571428594,112.93999999999764,74.86666666666679,53.41999999999998,51.27142857142859,57.84999999999995,44.63333333333321,51.19999999999991,65.84285714285708,55.08999999999992,2.0833333333333695,1.5579999999999559,1.9814285714285407,1.772999999999989,3703.98,205575557.0148,5883988430955.0,32527239.0,0.805785057325,199844.578783,5.26666666666667,7156712.10523,45921660.2698619,24.3327919584,2.97742344857,240365948.239,66397.0946434,673875.570953252,1873.36305732,379373.0,283169.0,375044426.0,294118.0,52211.8864794,14.42266508,63324582526.2,17492362.5,45754.0,8483.86738904,3536.7
2019-01-21,3542.7,3561.4,3505.4,394.17,0.16,56.0,37.29999999999973,18.700000000000273,120.76666666666658,99.28000000000011,99.1714285714288,109.27999999999766,70.43333333333324,59.039999999999964,56.59999999999997,57.5599999999999,50.333333333333336,40.23999999999997,42.57142857142857,51.719999999999985,1.9466666666667027,1.4959999999999558,1.3985714285713977,1.753999999999989,3548.4275,217211992.53,5883988430960.0,32551555.0,0.943183713333,199986.05634,5.850000000000003,6723982.9565699985,43874197.7101,21.3322978806,1.40910107982086,488189514.450034,138085.58372343,1554582.03044,2101.34666667,449404.0,302159.0,375359628.0,315202.0,70681.3940723,19.91907516,61935692493.75,17493487.5,60748.0,17515.547207099997,3580.1
2019-01-22,3536.9,3607.9,3465.2,447.7,1.23,142.70000000000027,71.70000000000027,71.0,131.30000000000004,111.44000000000024,103.11428571428594,116.28999999999769,93.76666666666658,66.72000000000007,53.72857142857141,59.19999999999995,37.53333333333345,44.719999999999985,49.38571428571426,57.08999999999996,1.6900000000000361,1.5279999999999556,1.3114285714285407,1.8239999999999887,3540.02,200754427.999,5883988430960.0,32579944.0,1.05525491538461,200983.41026,6.433333333333337,5844342.94107825,38024304.6821,19.741734026071697,1.04192547128,560917561.014,157815.45691500002,1169130.35187,2277.23076923077,450118.0,282790.0,375390878.0,296040.0,74224.191078255,20.9003654,62669239200.0,17495600.0,60355.0,29007.1880441,3561.5
2019-01-23,3580.1,3608.3,3532.8,445.87,0.52,75.5,47.29999999999973,28.200000000000273,91.40000000000009,116.10000000000018,102.08571428571453,109.39999999999768,52.09999999999991,66.05999999999995,59.17142857142854,51.51999999999989,39.30000000000018,50.040000000000056,42.914285714285725,57.88000000000002,0.6366666666667027,1.5179999999999556,1.3185714285713976,1.5779999999999887,3587.35,209940367.5135,5883988430955.0,32594221.0,1.02611137671,201120.545819,7.01666666666667,6683461.5332,42704219.1044576,22.4374361156,1.2401601402,538919234.425,151170.075614,1177961.56777741,2010.23287671,482794.0,280641.0,375685513.0,293494.0,81449.033198,22.67278096,62090544093.8,17497687.5,59887.0,20452.61601415,3574.3
2019-01-24,3561.4,3587.0,3539.7,428.6,0.36,47.30000000000018,21.700000000000273,25.59999999999991,88.50000000000016,103.34000000000023,97.14285714285747,95.96999999999771,46.90000000000009,70.05999999999995,57.51428571428577,53.68999999999992,41.60000000000006,33.28000000000011,39.62857142857144,42.280000000000015,0.7033333333333692,1.1899999999999555,1.2171428571428262,1.1899999999999886,3566.4,204197869.728,5883988430960.0,32640825.0,0.911348740741,201270.412849,7.07777777777778,7364947.57141,47384133.5269,23.8312340927,1.54099562963499,477934358.13648087,134575.04638898,1481541.9317,1902.13580247,470446.0,296838.0,375980457.0,308146.0,81822.5742145,22.98899396,62191490425.0,17499012.5,61803.0,18418.2702238,3572.0
