,Date,BCHAIN-MKPRU,BCHAIN-TRVOU,BCHAIN-DIFF,BCHAIN-MWNUS,BCHAIN-AVBLS,BCHAIN-BLCHS,BCHAIN-ATRCT,BCHAIN-MIREV,BCHAIN-HRATE,BCHAIN-CPTRA
33,2021-09-18,47263.6,233662730.95200002,18415156832118.0,76727411.0,0.9550099935483871,364971.38321,6.425,47817679.60133659,141890473.76645783,209.93660151966262
34,2021-09-17,47785.26,265469578.3722,18415156832118.0,76703465.0,1.2240065986394555,364791.75845900003,7.066666666666666,45000740.70677981,134567094.4752858,164.5858747660352
35,2021-09-16,48167.85,241115251.7805,18415156832118.0,76685092.0,1.5063900955882354,364586.570723,10.1375,41447857.65982055,124497447.94992428,152.8183732936386
36,2021-09-15,47072.12,260550303.57560003,18415156832118.0,76661073.0,1.3316786619718306,364397.236763,9.75,43026873.39652887,129989982.41830328,159.97677471316558
37,2021-09-14,44968.76,398357109.5228,18415156832118.0,76643664.0,1.0378767321428573,364222.773818,6.291666666666666,49469863.80813275,153790965.11461234,183.5759514030138
38,2021-09-13,46059.12,137153005.1712,18415156832118.0,76614030.0,1.0503387672955975,364056.395452,6.366666666666666,45344744.03230823,145552163.4120438,177.14866598549918
39,2021-09-12,45144.79,133023638.214,18415156832118.0,76596406.0,0.8351191088435373,363933.368107,4.583333333333333,42869858.34315411,134567094.4752858,216.13565288688062
40,2021-09-11,44847.48,348659557.6632,18415156832118.0,76575695.0,1.0829645540540538,363773.308701,5.833333333333332,42455401.02245949,135482516.8866823,194.35281660124735
41,2021-09-10,46368.69,315266287.5528,18415156832118.0,76551550.0,1.1944763602941166,363610.935244,7.5125,39761194.02916377,124497447.94992428,152.12549988010824
42,2021-09-09,46078.38,440223166.0602,18415156832118.0,76530641.0,1.1926854306569343,363447.40401,8.6,40368816.125831656,125412870.36132078,147.1252555755134
43,2021-09-08,46809.17,984208204.1449,18403887482923.086,76504240.0,1.1255606971830985,363287.712841,7.6708333333333325,41770433.46465715,129910433.67934506,154.42905271184196
44,2021-09-07,52677.4,345881388.72199994,17615033039279.0,76483094.0,1.1407184967320259,363112.96548400004,7.85,50271634.77666399,133974150.4133612,176.6402368829967
45,2021-09-06,51769.06,205763894.32900003,17615033039279.0,76453536.0,1.0879010000000002,362925.93515900004,4.658333333333333,57266555.76617543,150611463.20979166,210.651878457464
46,2021-09-05,49947.38,190864422.6678,17615033039279.0,76427190.0,0.8120517560975612,362792.59085599997,4.908333333333333,52134864.51670021,143606278.8744525,254.23456114958213
47,2021-09-04,50035.33,364637470.90800005,17615033039279.0,76407261.0,0.8860538580645164,362655.26885,4.916666666666667,49149539.307198,135725446.49719596,215.82184017704142
48,2021-09-03,49329.01,333198224.2361,17615033039279.0,76379504.0,1.2684944999999996,362467.41648,8.033333333333333,47116728.85951281,129595910.20377424,165.9092325443863
49,2021-09-02,48862.76,295404213.2284,17615033039279.0,76360954.0,1.2581258120805374,362279.98231399996,8.708333333333334,47307177.29767034,130471558.2456916,163.1844680844096
50,2021-09-01,47155.87,261861261.69700003,17615033039279.0,76335693.0,1.2568720291970807,362107.93669899995,11.608333333333333,41665458.82355731,119963781.7426829,148.34692405090456
51,2021-08-31,47074.77,243698081.5791,17615033039279.0,76314536.0,1.1419137013888885,361943.600179,7.675,43189750.75463795,126093318.03610466,159.2759733246717
52,2021-08-30,48806.78,185179756.2692,17615033039279.0,76288026.0,1.1784164074074073,361784.353263,7.466666666666668,41207632.496016696,118212485.65884812,164.20327347937558
53,2021-08-29,48897.65,127683988.5625,17615033039279.0,76267810.0,0.8494015705128208,361651.72289699997,4.008333333333333,48550300.09798564,136601094.53911337,250.2760499311069
54,2021-08-28,49056.86,314537378.6934,17615033039279.0,76245365.0,0.9332373971631212,361519.99760999996,6.116666666666666,43653820.94932833,123466373.91035248,200.0010122845691
55,2021-08-27,46962.8,350695648.25600004,17615033039279.0,76224079.0,1.0255255342465757,361370.5155,5.7666666666666675,44045251.69675718,127844614.11993945,171.50709542257275
56,2021-08-26,48972.09,308193605.3925,17615033039279.0,76204344.0,1.0190372054794523,361221.67933,6.3291666666666675,44344740.93695561,127844614.11993945,169.21727608756692
57,2021-08-25,47744.58,329218454.3778,16431142929372.8,76164167.0,0.9601314625000004,361068.087163,5.491666666666667,48840322.24348587,130687447.25473669,185.69829261921024
58,2021-08-24,49523.5,347662893.76,15556093717703.0,76072385.0,1.1354540064935068,360893.54057199997,7.7333333333333325,48446097.43704099,119087832.41598378,181.79125694498921
59,2021-08-23,49335.68,175696197.0432,15556093717703.0,76022034.0,0.9285368984771571,360710.403065,4.133333333333334,62783444.83914173,152339629.77888831,229.74287934638386
60,2021-08-22,48932.02,293309782.24459994,15556093717703.0,75946117.0,0.8382142499999998,360572.254197,4.291666666666666,50723143.42981716,126820808.5468918,266.0802462863709
61,2021-08-21,49327.75,393922039.2275,15556093717703.0,75905169.0,0.8427393705882353,360429.61884099996,5.5166666666666675,52705962.50550666,131460594.22543664,240.2200590934048
62,2021-08-20,46734.65,334784599.96800005,15556093717703.0,75844665.0,1.152746675,360245.297393,5.866666666666666,48449546.18566341,123727618.09452859,178.23013859652443
63,2021-08-19,44777.86,318619549.5016,15556093717703.0,75785507.0,1.114092584415584,360073.64321999997,6.2125,44064382.99067613,119087832.41598378,173.86034551869278
64,2021-08-18,44648.57,391450533.16090006,15556093717703.0,75721998.0,1.2484088740740735,359904.97919,7.833333333333332,38733931.86284885,104395177.76725852,156.60640457540583
65,2021-08-17,45982.55,328414269.4825,15556093717703.0,75660018.0,1.1411411337209294,359708.715967,6.4,51238797.93256642,133007189.45161822,196.94958499921745
66,2021-08-16,47056.41,238769871.1092,15556093717703.0,75619379.0,1.1053970124223598,359529.874091,6.875,47962042.257327706,124500915.7076194,181.9991054393547
67,2021-08-15,47112.19,289525608.0355,15556093717703.0,75591608.0,0.8235795879120882,359380.992479,5.525,53211493.46389551,140740165.58252627,285.71616827783384
68,2021-08-14,47833.98,413817979.3974,15556093717703.0,75566791.0,0.7645612256097561,359255.550962,5.816666666666666,48765927.53500252,126820808.5468918,233.2472116810437
69,2021-08-13,44417.78,364203587.11,15324761487407.408,75430766.0,1.2439080211267606,359078.930183,9.516666666666666,42018438.48174473,108175319.62792765,161.2224449081617
70,2021-08-12,45611.46,357102154.8612,14496442856349.0,75368411.0,1.0304098741721857,358923.618005,8.033333333333333,42929376.783428706,108813934.5420037,171.0599526756297
71,2021-08-11,45608.37,341739411.6567,14496442856349.0,75336013.0,1.10884337414966,358760.575738,7.083333333333332,42939210.62213866,105931446.20976518,163.6172133584009
72,2021-08-10,46333.46,673221003.7886,14496442856349.0,75305160.0,0.9898545696969694,358597.178472,6.366666666666666,48233368.67053298,118902643.70483848,182.74230198503074
73,2021-08-09,43816.14,424351428.9948,14496442856349.0,75283945.0,1.1259523815789474,358425.878441,7.074999999999998,43228448.21630561,109534556.62506332,171.0933595199304
74,2021-08-08,44634.13,577948603.0353999,14496442856349.0,75258445.0,0.8049295759493672,358297.66694,5.120833333333334,44179354.81712923,113858289.12342106,230.55350775809399
75,2021-08-07,42825.95,458571279.1505,14496442856349.0,75238831.0,0.791597706586826,358166.41686399997,5.475,45850268.79041246,120343887.87095772,216.04148721622613
76,2021-08-06,40882.0,589529886.96,14496442856349.0,75214478.0,1.037619540880503,358001.545754,7.533333333333332,41573126.86150505,114578911.20648073,159.40004931369597
77,2021-08-05,39750.14,381430418.398,14496442856349.0,75197786.0,0.9629145312500004,357847.449786,6.75,39935192.17062213,115299533.28954034,162.22277717323905
78,2021-08-04,38138.0,357077322.26,14496442856349.0,75178602.0,1.1794950808823523,357687.06727600005,8.633333333333333,33520445.17127036,98004603.29610927,139.90402665850164
79,2021-08-03,39193.94,304362108.8276,14496442856349.0,75154024.0,0.9487337218934906,357527.27294,5.433333333333334,41637592.37890438,121785132.03707698,168.78645243750964
80,2021-08-02,40000.46,273365143.663,14496442856349.0,75139114.0,1.2678562447552448,357345.534188,7.508333333333334,35937889.12802676,103048957.87752669,150.19366311023109
81,2021-08-01,41659.06,231216114.812,14496442856349.0,75118408.0,0.772602162337662,357225.495805,4.833333333333334,40874038.11368588,110975800.79118258,218.15077502687728
82,2021-07-31,42214.15,484267642.4135,14319158983942.734,75104189.0,0.8155839303797466,357097.583445,5.075,41621939.12190639,112465862.1258896,200.73470263473192
83,2021-07-30,40005.93,291830057.3931,13672594272814.0,75082622.0,0.9293354096385542,356943.39510900003,6.3,42087445.1906185,112824945.74112691,164.50432760048506
84,2021-07-29,40002.53,648707028.1244999,13672594272814.0,75061904.0,1.0221618375000003,356779.797033,6.8375,40901817.89725001,108746935.6540982,152.68937081802778
85,2021-07-28,39405.95,636929009.4564999,13672594272814.0,75045020.0,1.0117097070063696,356620.439862,6.166666666666668,39723886.33306228,106707930.61058386,158.12201244735664
86,2021-07-27,37318.14,985237333.6842,13672594272814.0,75018446.0,1.0925581588235291,356435.350901,6.166666666666666,40625844.53592668,115543619.13247934,159.17908219122515
87,2021-07-26,35365.2,213671233.62,13672594272814.0,75001361.0,1.147170953333333,356262.687821,7.35,36493145.8849538,101950252.17571706,139.31340288205305
88,2021-07-25,34279.34,149062681.60979998,13672594272814.0,74978529.0,0.7927888300653594,356140.836367,4.591666666666667,33196893.294046126,103989257.21923141,190.20192680004655
89,2021-07-24,33581.63,190920633.5901,13672594272814.0,74961568.0,0.8430606623376622,356011.421599,5.183333333333334,33022007.456692234,104668925.56706952,166.70120023974957
90,2021-07-23,32297.89,205069638.9348,13672594272814.0,74938171.0,1.0535018518518524,355868.743969,7.35,27972459.84596659,91755226.95814537,121.02479057658716
91,2021-07-22,32118.06,446695087.8546,13672594272814.0,74924471.0,0.949214777777778,355724.623146,6.741666666666666,32359585.95660673,103989257.21923141,138.77037393264976
92,2021-07-21,29790.24,334239343.1424,13672594272814.0,74909841.0,1.0920549172413792,355566.233502,6.775,28599770.53082254,98551910.4365265,121.35001073838484
93,2021-07-20,30815.94,227653989.3876,13672594272814.0,74886765.0,1.2860610409836066,355409.394437,9.258333333333333,23622405.80759575,82919538.43624988,100.80097380207876
94,2021-07-19,31783.49,119375610.091,13672594272814.0,74868412.0,0.9130094588235296,355254.012199,5.775,33665753.26013767,115543619.13247934,148.4361020803855
95,2021-07-18,31520.66,153024608.92839998,13672594272814.0,74848579.0,0.8038608680555556,355138.09721599997,5.05,28985344.26837008,97872242.0886884,179.8968748424801
96,2021-07-17,31421.25,223188595.0875,14348541098817.074,74833402.0,0.7849456643356646,355026.210712,5.7333333333333325,28583415.04251025,101997588.09440474,157.01118415854285
97,2021-07-16,31738.59,242886859.8507,14363025673660.0,74815518.0,0.9305223866666668,354886.561004,6.166666666666668,30312671.303400345,107098481.84023967,135.64780012798522
98,2021-07-15,32814.61,250745294.9547,14363025673660.0,74801954.0,1.2113098203125003,354731.335208,9.558333333333334,26360965.37206621,91390704.5036712,116.5207942752469
99,2021-07-14,32686.56,196978689.6624,14363025673660.0,74787600.0,0.9098740705882356,354576.61998,5.3583333333333325,35713899.10215972,121378279.41893832,150.08425443946106
100,2021-07-13,33158.25,192174937.9425,14363025673660.0,74765710.0,1.159622036764706,354418.993998,9.291666666666668,28926080.150108404,97102623.53515066,125.8115144231302
101,2021-07-12,34227.64,135783786.0912,14363025673660.0,74751819.0,1.1771021190476192,354270.595707,9.5,27887294.46842595,89962724.74580133,125.85939058298972
102,2021-07-11,33515.57,179503024.96170002,14363025673660.0,74733228.0,1.1105243040000001,354131.879334,6.6,27450462.488367926,89248734.86686642,164.15580777868894
103,2021-07-10,33818.52,195359782.6692,14363025673660.0,74718691.0,0.8405945527950309,353996.544695,5.283333333333333,34562838.34397255,114952370.50852396,184.56843233298915
104,2021-07-09,32877.41,358897369.3643,14363025673660.0,74689421.0,1.2597139847328245,353831.436646,8.333333333333334,28042394.08723746,93532674.14047602,123.25731101897252
105,2021-07-08,33839.04,205349507.1168,14363025673660.0,74676007.0,1.0300185755395692,353688.227068,8.266666666666667,29946768.12842675,99244593.17195548,129.195056530239
106,2021-07-07,34211.01,258109070.2662,14363025673660.0,74661471.0,1.1737401219512196,353543.96741700004,10.183333333333334,27871474.45653536,87820755.10899657,125.9858627406933
107,2021-07-06,33747.97,262649988.6393,14363025673660.0,74641798.0,1.0970254436619715,353386.979826,7.779166666666668,31922406.81313202,101386562.80876024,139.83943688701993
108,2021-07-05,35309.3,130884160.147,14363025673660.0,74623842.0,1.3275864469696963,353212.92652399995,9.025,29781454.423735674,94246664.01941094,133.0955238815502
109,2021-07-04,34688.98,169572916.05240002,14363025673660.0,74605463.0,1.4411636086956523,353047.340478,12.475,26850966.694825146,82108836.07751709,156.24653299287252
110,2021-07-03,33856.86,217066486.518,15634861856766.195,74591958.0,1.4204676220472452,352866.771075,14.008333333333333,29286315.156302497,98706076.21227616,123.33001417611374
111,2021-07-02,33536.88,324116506.0224,19932791027263.0,74572896.0,1.403917177777778,352740.54519000003,15.75,20787750.55088921,89177797.47926754,110.24007546820887
112,2021-07-01,35047.36,406967841.47840005,19932791027263.0,74557357.0,1.392820968421053,352608.287244,20.3,22482193.59954811,94132119.56144908,97.64126243544321
113,2021-06-30,35847.7,385135142.105,19932791027263.0,74526447.0,1.3593472921348309,352487.06531599996,15.1,21597056.01010785,88186933.06283121,98.73662078189878
114,2021-06-29,34456.67,355900532.4631,19932791027263.0,74485611.0,1.4013251666666662,352360.82224099996,19.65,21860395.240822986,89177797.47926754,106.31660591015768
115,2021-06-28,34644.45,356498319.39,19932791027263.0,74449608.0,1.3709456321839082,352241.72564899997,26.05,20581265.559633788,86205204.22995861,94.45366896269717
116,2021-06-27,32160.91,383763274.666,19932791027263.0,74424320.0,1.4248974915254242,352157.645266,17.833333333333332,13064509.932234002,58461000.56974205,104.81795516875805
117,2021-06-26,31640.58,487441486.4364,19932791027263.0,74424320.0,1.4203916067415732,352031.4385,16.858333333333334,18459502.48536148,88186933.06283121,101.63357238620412
118,2021-06-25,34639.38,346763748.5784,19932791027263.0,74424320.0,1.3957033818181812,351877.557992,12.445833333333333,24364896.164727684,108995085.80799364,111.64011163933965
119,2021-06-24,33674.66,567894517.4390001,19932791027263.0,74424320.0,1.3808627333333334,351732.681689,16.7,23766132.38608606,104040763.72581212,101.87901296344302
120,2021-06-23,32447.59,1181870044.7323,19932791027263.0,74424320.0,1.3926188613861386,351592.244839,15.85,23621428.33108729,100077306.06006691,99.10229461677713
121,2021-06-22,31686.55,881732120.885,19932791027263.0,,1.3929326923076923,351465.383959,15.35,19804046.130290017,90168661.89570382,100.77215455844872
122,2021-06-21,35592.35,467990640.9804999,19932791027263.0,,1.3532359333333328,351323.082765,13.7,23126700.27996504,104040763.72581212,112.7856633990004
123,2021-06-20,35524.17,344470416.4143,19932791027263.0,,1.2623590571428571,351190.75053099997,11.533333333333333,23743052.0992393,104040763.72581212,141.9622963320516
124,2021-06-19,35729.82,492347272.5486,19932791027263.0,,1.1876399029126212,351068.568268,13.125,23856840.00185822,102059034.89293952,127.54803734914199
125,2021-06-18,38068.04,473543196.0956,19932791027263.0,,1.1640267258064512,350924.115207,10.391666666666666,29858234.31511843,122867187.63810194,133.9426798873058
126,2021-06-17,38324.87,527484731.4937,19932791027263.0,,1.1697487076923074,350771.893461,9.65,32585835.143843785,128812374.13671976,137.07365714099814
127,2021-06-16,40188.56,563639731.3728,19932791027263.0,,1.354007869918699,350605.451298,14.058333333333335,31780141.800057426,121876323.22166562,125.64449566515545
128,2021-06-15,40525.8,773480687.1539999,19932791027263.0,74063489.0,1.294162251908396,350436.01929,10.216666666666667,34465050.9411636,129803238.55315611,142.4994147099516
129,2021-06-14,39066.82,496421300.4036,19932791027263.0,74052123.0,1.263461481481482,350265.701345,9.275,36421303.120417744,133766696.21890129,148.21313572458956
130,2021-06-13,35494.9,400987660.045,20836567779802.566,74021567.0,1.1749237651515152,350110.221082,8.145833333333332,31382108.55365283,136724465.12868512,166.95541533169563
131,2021-06-12,37313.18,418192315.5634,21047730572452.0,73978203.0,1.4897595227272729,349913.53015999997,10.433333333333334,31189778.559382275,138110063.76398718,139.8883153155348
132,2021-06-11,36704.57,619830807.6814001,21047730572452.0,73952242.0,1.401894276190477,349766.42046,12.633333333333333,25753794.507168025,109860277.9940807,118.95407205091878
133,2021-06-10,37338.36,839878615.0992,21047730572452.0,73919208.0,1.3114524237288132,349611.985192,11.4375,28990968.60722536,123462026.69810976,114.59650888488696
134,2021-06-09,33450.19,898174396.709,21047730572452.0,73900191.0,1.067569261904762,349477.10319,8.179166666666667,29082024.72863661,131832333.59289683,134.17002942786377
135,2021-06-08,33514.87,468061636.2973,21047730572452.0,73849530.0,1.286348818791947,349285.581629,7.633333333333334,31680869.696719125,155896965.91540977,128.3114614335785
136,2021-06-07,35816.17,244244789.698,21047730572452.0,73797771.0,1.2507247218045112,349119.450745,10.591666666666667,32065211.206185155,139156352.12583557,132.76420671656658
137,2021-06-06,35530.38,437701948.9542,21047730572452.0,73759550.0,0.948718753333333,348976.235834,4.979166666666666,34551597.29480198,156943254.27725816,186.45798707429358
138,2021-06-05,36885.51,501492074.2641,21047730572452.0,73719164.0,1.0839169007633591,348833.967405,8.916666666666666,31004148.54250827,137063775.4021388,159.33882486642136
139,2021-06-04,39188.59,439066611.0446,21047730572452.0,73683686.0,1.2901670152671756,348665.924765,9.7,32433139.61324548,137063775.4021388,135.98059482395286
140,2021-06-03,37585.24,472220579.5076,21047730572452.0,73624200.0,1.2936538027210884,348475.947099,7.883333333333334,37237145.28549553,153804389.19171298,145.6732634857681
141,2021-06-02,36662.64,465003628.5384,21047730572452.0,73510158.0,1.291096493975903,348261.40603899996,6.0458333333333325,41033277.73609821,173683868.0668324,163.49743292517968
142,2021-06-01,37310.54,481997703.41160005,21047730572452.0,73510158.0,1.3656506478873232,348067.570582,9.129166666666666,34238305.81555942,148572947.38247102,145.9675982604074
143,2021-05-31,35684.59,329083645.8259,21047730572452.0,73510158.0,1.4406667730496452,347864.261836,7.3,33914623.681255355,147526659.02062267,149.47474428915675
144,2021-05-30,34647.67,458364767.2077,21214345448186.625,73497375.0,1.4991831736111114,347648.846394,7.254166666666666,33235125.091146626,151858199.84334671,184.85010757332864
145,2021-05-29,35689.62,694420431.1602,25046487590083.0,73463038.0,1.3227263965517242,347495.059559,13.470833333333333,27237217.13936704,144427847.55987102,137.3314298215469
146,2021-05-28,38445.29,489470054.164,25046487590083.0,73438872.0,1.343872411764706,347335.098219,11.45,29892496.4361271,148163050.51400563,136.9262036091956
147,2021-05-27,39266.04,676198904.1984,25046487590083.0,73396376.0,1.262394282051282,347187.215018,11.983333333333333,30872457.37497881,145672915.21124923,144.24022881761775
148,2021-05-26,38410.5,719154798.135,25046487590083.0,73365685.0,1.3001551639344262,347028.674681,9.441666666666666,32976616.14112848,151898253.46814018,142.9087211916139
149,2021-05-25,38728.59,1032788864.5365,25046487590083.0,73329130.0,1.359462617886179,346861.35321599996,12.575,32577927.94728843,153143321.1195184,139.4340447316791
150,2021-05-24,34754.54,1106858419.3752,25046487590083.0,73277908.0,1.345942547619048,346691.878524,10.725,32668797.23653627,156878524.07365298,139.1612414497509
151,2021-05-23,37528.3,666031627.835,25046487590083.0,73224985.0,1.379971949579833,346527.706387,10.233333333333333,28944158.98421438,148163050.51400563,148.95100341814728
152,2021-05-22,37280.35,1438210289.584,25046487590083.0,73178063.0,1.2895503362068967,346378.108377,16.916666666666668,31076144.88179497,144427847.55987102,138.8567689088247
153,2021-05-21,40784.32,1507671102.5376,25046487590083.0,73141813.0,1.2896153545454547,346236.224679,13.904166666666667,31984319.396481585,136957441.65160182,141.30407816392056
154,2021-05-20,36964.27,3192479060.6673994,25046487590083.0,73118150.0,1.3041271875000002,346090.308707,11.45,33135536.43756745,139447576.95435822,145.30644511494722
155,2021-05-19,42912.19,776420981.7175001,25046487590083.0,73079866.0,1.32228564,345925.142902,14.033333333333333,36558890.15030742,155633456.42227483,136.74440494294942
156,2021-05-18,43596.24,1365356635.4928,25046487590083.0,73024411.0,1.3321869600000005,345792.05596599996,14.975,30628667.240716435,124506765.13781984,138.5799674267093
157,2021-05-17,46441.64,795540649.036,25046487590083.0,72994856.0,1.3341216280991737,345630.188158,11.0,36875391.36590077,150653185.81676203,146.96660701407185
158,2021-05-16,46736.58,536658388.23960006,25046487590083.0,72951528.0,1.3717010757575758,345449.02353899996,10.208333333333332,41709082.876608536,164348929.98192218,190.074887217666
159,2021-05-15,49922.52,573671658.7248,25046487590083.0,72921238.0,1.3477717886178866,345283.587084,13.675,41386831.59001042,153143321.1195184,174.28676174077088
160,2021-05-14,49702.27,1528100267.3316,25046487590083.0,72878672.0,1.3155430373134331,345107.41751999996,12.225,45652932.82442766,166839065.28467855,171.59208744217423
161,2021-05-13,49007.09,928999961.1596,23227330060562.57,72846153.0,1.3115552298136637,344896.11215500004,7.216666666666668,53650242.51126909,185896531.25400168,194.05307774844863
162,2021-05-12,56750.0,546570032.5,20608845737768.0,72807185.0,1.3712228837209302,344660.020821,6.691666666666666,64585949.484834105,176209059.88134116,214.96262126673844
163,2021-05-11,55883.5,903456808.965,20608845737768.0,72759419.0,1.349528220930233,344427.945246,7.4833333333333325,64607298.40009418,176209059.88134116,206.99837688061828
164,2021-05-10,58280.73,534233808.3888,20608845737768.0,72724759.0,1.374446744444444,344180.666334,7.066666666666666,71072062.4963203,184404830.10838032,234.3315710222004
165,2021-05-09,58928.81,523002028.0715,20608845737768.0,72668583.0,1.3608950322580635,343927.508323,6.133333333333334,71465404.01503558,190551657.77865964,288.32273895990414
166,2021-05-08,57380.27,622419281.3629,20608845737768.0,72636742.0,1.310903526315789,343703.135233,7.15,67678884.92096624,175184588.60296133,246.38187971563042
167,2021-05-07,56428.16,605987088.7744,20608845737768.0,72588106.0,1.2962967151162783,343480.12942199997,8.545833333333334,71663298.61460015,176209059.88134116,218.46102303886502
168,2021-05-06,57473.23,775797222.5643001,20608845737768.0,72544353.0,1.3617653764705882,343248.656962,8.266666666666666,66659326.27502956,174160117.32458138,214.07709639356915
169,2021-05-05,53241.72,836868262.6416,20608845737768.0,72501462.0,1.3476442802547772,343037.180057,9.183333333333334,61161963.09240894,160841990.70564282,196.1727749807841
